V240001,version,V243001,V243002,V243050,V243051,V243052,V243053,V243054,V243060,V243061,V243062,V243063,V245001,V245010
215641,ANES2024TimeSeries_20250808,TN,NA,.,NA,.,NA,20241026,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
215658,ANES2024TimeSeries_20250808,TX,48,20240902,211647,20240902,214531,.,20241228,221457,20241228,224446,-1. Inapplicable,-1. Inapplicable
215736,ANES2024TimeSeries_20250808,TX,NA,.,NA,.,NA,20241027,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
215815,ANES2024TimeSeries_20250808,TX,48,20240819,213608,20240819,231807,.,20241121,130459,20241121,145333,-1. Inapplicable,-1. Inapplicable
215821,ANES2024TimeSeries_20250808,TX,48,20240901,004244,20240901,010325,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
215985,ANES2024TimeSeries_20250808,GA,13,20240819,122841,20240819,130710,.,20241119,145029,20241119,145035,-1. Inapplicable,-1. Inapplicable
216008,ANES2024TimeSeries_20250808,LA,22,20240812,182450,20240812,192903,.,20241219,131807,20241227,153607,-1. Inapplicable,-1. Inapplicable
216020,ANES2024TimeSeries_20250808,MD,24,20240822,142419,20240823,093938,.,20250211,193756,20250212,142254,-1. Inapplicable,-1. Inapplicable
216085,ANES2024TimeSeries_20250808,TX,48,20240921,150314,20240921,153801,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
216091,ANES2024TimeSeries_20250808,TX,48,20240816,232821,20240817,002447,.,20250202,230836,.,-1,-1. Inapplicable,-1. Inapplicable
216103,ANES2024TimeSeries_20250808,TX,48,20240817,225028,20240817,234731,.,20250201,223642,20250201,232143,-1. Inapplicable,-1. Inapplicable
216109,ANES2024TimeSeries_20250808,TX,48,20240817,213740,20240817,223527,.,20241209,164227,20241209,183811,-1. Inapplicable,-1. Inapplicable
216115,ANES2024TimeSeries_20250808,TX,48,20241024,211812,20241101,000506,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
216150,ANES2024TimeSeries_20250808,TX,48,20240818,095841,20240818,105304,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
216156,ANES2024TimeSeries_20250808,TX,48,20240812,211021,20240812,221937,.,20241120,200247,20241120,212808,-1. Inapplicable,-1. Inapplicable
216162,ANES2024TimeSeries_20250808,VA,51,20240813,182532,20240816,180802,.,20241119,170939,20241119,170947,-1. Inapplicable,-1. Inapplicable
216174,ANES2024TimeSeries_20250808,SC,45,20241004,175508,20241004,183247,.,20241124,110458,20241124,115423,-1. Inapplicable,-1. Inapplicable
216210,ANES2024TimeSeries_20250808,GA,13,20240816,194219,20240816,214140,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
216216,ANES2024TimeSeries_20250808,GA,13,20240816,090531,20240816,102138,.,20250122,100911,20250122,115647,-1. Inapplicable,-1. Inapplicable
216233,ANES2024TimeSeries_20250808,TX,NA,.,NA,.,NA,20241028,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
216251,ANES2024TimeSeries_20250808,TN,47,20241012,192551,20241013,005423,.,20241126,231902,20241128,023155,-1. Inapplicable,-1. Inapplicable
216257,ANES2024TimeSeries_20250808,MS,28,20240921,124234,20240921,133842,.,20241219,164355,20241219,174610,-1. Inapplicable,-1. Inapplicable
216281,ANES2024TimeSeries_20250808,AL,01,20240829,100450,20240829,112233,.,20250116,095745,20250116,104639,-1. Inapplicable,-1. Inapplicable
216318,ANES2024TimeSeries_20250808,TN,47,20240824,143604,20241011,202103,.,20241122,195956,20250207,183157,-1. Inapplicable,-1. Inapplicable
216383,ANES2024TimeSeries_20250808,TX,48,20240814,170614,20240814,174801,.,20241127,122114,20241127,130824,-1. Inapplicable,-1. Inapplicable
216395,ANES2024TimeSeries_20250808,TN,47,20240813,203618,20240813,211629,.,20241120,215129,20241120,223626,-1. Inapplicable,-1. Inapplicable
216407,ANES2024TimeSeries_20250808,TX,48,20240814,175441,20240814,184646,.,20241121,154023,20241121,161407,-1. Inapplicable,-1. Inapplicable
216413,ANES2024TimeSeries_20250808,MS,28,20240812,191139,20240813,065841,.,20241125,183019,20241125,204451,-1. Inapplicable,-1. Inapplicable
216419,ANES2024TimeSeries_20250808,TN,47,20240914,163340,20240915,014806,.,20241126,135534,20241130,122104,-1. Inapplicable,-1. Inapplicable
216442,ANES2024TimeSeries_20250808,GA,13,20241028,223157,20241029,000757,.,20250120,172519,20250120,185907,-1. Inapplicable,-1. Inapplicable
216448,ANES2024TimeSeries_20250808,TN,47,20240921,181530,20240921,192343,.,20250131,102438,20250131,114936,-1. Inapplicable,-1. Inapplicable
216454,ANES2024TimeSeries_20250808,VA,51,20240813,123102,20240813,133822,.,20241129,152331,20241129,162749,-1. Inapplicable,-1. Inapplicable
216466,ANES2024TimeSeries_20250808,SC,45,20240926,141504,20240926,165731,.,20241123,195215,20241123,223457,-1. Inapplicable,-1. Inapplicable
216472,ANES2024TimeSeries_20250808,TN,47,20240825,202803,20240825,220305,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
216478,ANES2024TimeSeries_20250808,TX,48,20240907,133537,20240907,144146,.,20241128,114005,20241128,130219,-1. Inapplicable,-1. Inapplicable
216484,ANES2024TimeSeries_20250808,GA,13,20240817,171104,20240817,181740,.,20241120,190409,20241120,201444,-1. Inapplicable,-1. Inapplicable
216510,ANES2024TimeSeries_20250808,DC,11,20240922,180658,20240922,183315,.,20241123,070515,20241123,073254,-1. Inapplicable,-1. Inapplicable
216522,ANES2024TimeSeries_20250808,DC,11,20240928,155344,20240929,134040,.,20241208,171034,20241208,191022,-1. Inapplicable,-1. Inapplicable
216528,ANES2024TimeSeries_20250808,DC,11,20240814,180849,20240814,184256,.,20241222,194430,20241222,202945,-1. Inapplicable,-1. Inapplicable
216593,ANES2024TimeSeries_20250808,GA,13,20240812,223636,20240813,000610,.,20241122,214302,20241123,030647,-1. Inapplicable,-1. Inapplicable
216652,ANES2024TimeSeries_20250808,MD,NA,.,NA,.,NA,20241029,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
216687,ANES2024TimeSeries_20250808,MD,24,20240814,143258,20240814,163507,.,20241114,204546,20241114,204553,-1. Inapplicable,-1. Inapplicable
216735,ANES2024TimeSeries_20250808,VA,51,20240812,165342,20240812,174847,.,20250116,162310,20250116,165714,-1. Inapplicable,-1. Inapplicable
216746,ANES2024TimeSeries_20250808,VA,51,20240815,102520,20240911,154412,.,20241126,194326,20241126,215315,-1. Inapplicable,-1. Inapplicable
216752,ANES2024TimeSeries_20250808,VA,51,20240928,210956,20240928,220719,.,20241123,161400,20241123,165924,-1. Inapplicable,-1. Inapplicable
216804,ANES2024TimeSeries_20250808,MD,24,20240901,122844,20240901,132904,.,20241119,173337,20241119,173343,-1. Inapplicable,-1. Inapplicable
216816,ANES2024TimeSeries_20250808,GA,13,20240928,034251,20240928,042947,.,20250101,114313,20250101,122737,-1. Inapplicable,-1. Inapplicable
216852,ANES2024TimeSeries_20250808,MD,24,20240813,073235,20240813,075628,.,20241125,135339,20241125,142121,-1. Inapplicable,-1. Inapplicable
216874,ANES2024TimeSeries_20250808,MD,24,20240817,113008,20241002,133359,.,20241119,112236,20241119,112246,-1. Inapplicable,-1. Inapplicable
216880,ANES2024TimeSeries_20250808,GA,13,20240812,200615,20240812,205416,.,20241229,123331,20241229,133145,-1. Inapplicable,-1. Inapplicable
216934,ANES2024TimeSeries_20250808,MD,24,20240825,160353,20240825,170121,.,20241123,105642,20241123,115347,-1. Inapplicable,-1. Inapplicable
216952,ANES2024TimeSeries_20250808,GA,13,20240822,172426,20240911,131047,.,20250210,100930,20250210,103628,-1. Inapplicable,-1. Inapplicable
216976,ANES2024TimeSeries_20250808,VA,51,20240905,144903,20240905,162714,.,20250122,162009,20250122,180638,-1. Inapplicable,-1. Inapplicable
216982,ANES2024TimeSeries_20250808,GA,13,20240916,193316,20240916,205501,.,20241118,212527,20241118,212541,-1. Inapplicable,-1. Inapplicable
216988,ANES2024TimeSeries_20250808,DC,11,20240824,112116,20240824,114913,.,20241125,150444,20241125,153850,-1. Inapplicable,-1. Inapplicable
216993,ANES2024TimeSeries_20250808,GA,13,20240818,223104,20240819,000042,.,20241207,152909,20241207,165438,-1. Inapplicable,-1. Inapplicable
217005,ANES2024TimeSeries_20250808,TN,47,20240826,163530,20240826,180635,.,20241125,161007,20241125,175300,-1. Inapplicable,-1. Inapplicable
217011,ANES2024TimeSeries_20250808,VA,51,20240813,172854,20240813,180150,.,20250207,155718,20250207,170842,-1. Inapplicable,-1. Inapplicable
217017,ANES2024TimeSeries_20250808,MS,28,20240826,131634,20240826,135705,.,20241125,175717,20241211,142210,-1. Inapplicable,-1. Inapplicable
217023,ANES2024TimeSeries_20250808,FL,12,20241008,203518,20241008,214915,.,20241215,065405,20241215,075119,-1. Inapplicable,-1. Inapplicable
217041,ANES2024TimeSeries_20250808,GA,13,20240813,112530,20240813,122900,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217059,ANES2024TimeSeries_20250808,MD,24,20240813,194922,20240813,211612,.,20241128,170634,20241207,084154,-1. Inapplicable,-1. Inapplicable
217071,ANES2024TimeSeries_20250808,MD,24,20240813,203031,20240813,213730,.,20241126,135323,20241126,145925,-1. Inapplicable,-1. Inapplicable
217089,ANES2024TimeSeries_20250808,DE,10,20240831,011614,20240831,024808,.,20241123,005427,20241123,022411,-1. Inapplicable,-1. Inapplicable
217119,ANES2024TimeSeries_20250808,MD,24,20240826,172656,20240826,184109,.,20241126,222454,20241126,231902,-1. Inapplicable,-1. Inapplicable
217125,ANES2024TimeSeries_20250808,TN,47,20240827,144257,20240827,153931,.,20241218,153005,20241218,164557,-1. Inapplicable,-1. Inapplicable
217131,ANES2024TimeSeries_20250808,GA,13,20241016,202104,20241016,220215,.,20241114,205021,20241114,205050,-1. Inapplicable,-1. Inapplicable
217136,ANES2024TimeSeries_20250808,LA,22,20240921,142518,20240921,151705,.,20241114,061453,20241114,061458,-1. Inapplicable,-1. Inapplicable
217148,ANES2024TimeSeries_20250808,MD,24,20240817,210535,20240817,215049,.,20241124,114139,20241124,122210,-1. Inapplicable,-1. Inapplicable
217182,ANES2024TimeSeries_20250808,GA,13,20240816,165524,20240816,180025,.,20250130,125736,20250130,134858,-1. Inapplicable,-1. Inapplicable
217187,ANES2024TimeSeries_20250808,FL,NA,.,NA,.,NA,20241030,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217205,ANES2024TimeSeries_20250808,VA,51,20240820,071243,20240820,090419,.,20241202,074345,20241202,205037,-1. Inapplicable,-1. Inapplicable
217223,ANES2024TimeSeries_20250808,TN,47,20240814,175435,20240814,182347,.,20250131,173356,20250131,180920,-1. Inapplicable,-1. Inapplicable
217228,ANES2024TimeSeries_20250808,VA,51,20240816,153056,20240816,164410,.,20241122,154518,20241122,165112,-1. Inapplicable,-1. Inapplicable
217234,ANES2024TimeSeries_20250808,GA,13,20240816,222652,20240817,002133,.,20250122,202534,20250122,221339,-1. Inapplicable,-1. Inapplicable
217240,ANES2024TimeSeries_20250808,GA,13,20240820,164846,20240828,163009,.,20250106,143256,20250106,161622,-1. Inapplicable,-1. Inapplicable
217258,ANES2024TimeSeries_20250808,FL,12,20240813,174110,20240813,182809,.,20241216,142549,20241216,150610,-1. Inapplicable,-1. Inapplicable
217263,ANES2024TimeSeries_20250808,DC,11,20240825,083921,20240825,105443,.,20241204,094617,20241204,110109,-1. Inapplicable,-1. Inapplicable
217275,ANES2024TimeSeries_20250808,VA,51,20240816,171045,20240816,220823,.,20241114,080129,20241114,080142,-1. Inapplicable,-1. Inapplicable
217287,ANES2024TimeSeries_20250808,GA,13,20240920,174231,20240920,182746,.,20241202,205136,20241202,213303,-1. Inapplicable,-1. Inapplicable
217298,ANES2024TimeSeries_20250808,MD,24,20241014,144808,20241014,152735,.,20241116,150608,20241116,150616,-1. Inapplicable,-1. Inapplicable
217328,ANES2024TimeSeries_20250808,GA,NA,.,NA,.,NA,20241030,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217369,ANES2024TimeSeries_20250808,GA,13,20240816,214146,20240816,220904,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217431,ANES2024TimeSeries_20250808,FL,12,20240820,165157,20240820,222108,.,20241202,184524,20241202,194708,-1. Inapplicable,-1. Inapplicable
217485,ANES2024TimeSeries_20250808,MD,NA,.,NA,.,NA,20241105,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217497,ANES2024TimeSeries_20250808,NC,37,20240925,135752,20240925,143637,.,20250117,123525,20250117,131543,-1. Inapplicable,-1. Inapplicable
217527,ANES2024TimeSeries_20250808,NC,37,20240813,153912,20240813,163514,.,20241122,162502,20241122,172536,-1. Inapplicable,-1. Inapplicable
217533,ANES2024TimeSeries_20250808,NC,37,20240901,130858,20240901,154032,.,20241227,222803,20241227,233322,-1. Inapplicable,-1. Inapplicable
217610,ANES2024TimeSeries_20250808,TX,48,20240816,204027,20241016,125647,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217616,ANES2024TimeSeries_20250808,TX,48,20240921,195317,20240921,205703,.,20241203,173359,20241227,073952,-1. Inapplicable,-1. Inapplicable
217634,ANES2024TimeSeries_20250808,VA,51,20240903,170143,20241010,114539,.,20241121,184107,20241229,150743,-1. Inapplicable,-1. Inapplicable
217701,ANES2024TimeSeries_20250808,NC,37,20240922,180012,20240922,183646,.,20241201,132020,20241201,140347,-1. Inapplicable,-1. Inapplicable
217719,ANES2024TimeSeries_20250808,VA,51,20240822,151407,20240822,161106,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217731,ANES2024TimeSeries_20250808,VA,51,20240813,184335,20240813,191826,.,20250130,144308,20250130,153557,-1. Inapplicable,-1. Inapplicable
217737,ANES2024TimeSeries_20250808,FL,12,20240817,110156,20240817,125850,.,20241203,143913,20241203,154535,-1. Inapplicable,-1. Inapplicable
217749,ANES2024TimeSeries_20250808,VA,51,20240920,205133,20240920,223718,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217778,ANES2024TimeSeries_20250808,VA,51,20240826,145318,20240826,170803,.,20250120,091312,20250121,174021,-1. Inapplicable,-1. Inapplicable
217808,ANES2024TimeSeries_20250808,MD,24,20240817,133532,20240817,142328,.,20241130,155202,20241130,163136,-1. Inapplicable,-1. Inapplicable
217831,ANES2024TimeSeries_20250808,TX,NA,.,NA,.,NA,20240929,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217849,ANES2024TimeSeries_20250808,FL,NA,.,NA,.,NA,20241028,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217890,ANES2024TimeSeries_20250808,VA,51,20240823,100351,20240823,103307,.,20241114,094308,20241114,094315,-1. Inapplicable,-1. Inapplicable
217907,ANES2024TimeSeries_20250808,NC,37,20240812,201930,20240812,210443,.,20241114,030217,20241118,181012,-1. Inapplicable,-1. Inapplicable
217943,ANES2024TimeSeries_20250808,MD,24,20240829,184545,20240829,212513,.,20250120,103425,20250120,112951,-1. Inapplicable,-1. Inapplicable
217948,ANES2024TimeSeries_20250808,VA,51,20240816,192739,20240816,203002,.,20250213,123333,20250213,142203,-1. Inapplicable,-1. Inapplicable
217954,ANES2024TimeSeries_20250808,NC,37,20240819,090923,20240819,094553,.,20250122,093216,20250122,101024,-1. Inapplicable,-1. Inapplicable
217972,ANES2024TimeSeries_20250808,TX,48,20240821,215144,20240821,231227,.,20241114,181508,20241114,181526,-1. Inapplicable,-1. Inapplicable
217990,ANES2024TimeSeries_20250808,FL,NA,.,NA,.,NA,20241030,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
217995,ANES2024TimeSeries_20250808,VA,51,20240819,172955,20240819,181717,.,20241115,171924,20241115,171933,-1. Inapplicable,-1. Inapplicable
218013,ANES2024TimeSeries_20250808,VA,51,20240814,183032,20240814,201037,.,20241124,102351,20241124,165205,-1. Inapplicable,-1. Inapplicable
218019,ANES2024TimeSeries_20250808,FL,12,20240813,103135,20240813,113202,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218031,ANES2024TimeSeries_20250808,VA,51,20240820,172026,20240820,182220,.,20250201,182440,20250201,192658,-1. Inapplicable,-1. Inapplicable
218037,ANES2024TimeSeries_20250808,VA,51,20240818,160550,20240818,171209,.,20241127,231548,20241127,235916,-1. Inapplicable,-1. Inapplicable
218060,ANES2024TimeSeries_20250808,MD,24,20240910,155356,20240910,164906,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218066,ANES2024TimeSeries_20250808,MD,24,20241011,193641,20241011,204348,.,20241125,110323,20241125,174859,-1. Inapplicable,-1. Inapplicable
218090,ANES2024TimeSeries_20250808,NC,37,20240825,160407,20240825,165841,.,20241202,085041,20241202,093854,-1. Inapplicable,-1. Inapplicable
218095,ANES2024TimeSeries_20250808,FL,NA,.,NA,.,NA,20241030,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218137,ANES2024TimeSeries_20250808,TX,48,20240814,212459,20240814,224135,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218160,ANES2024TimeSeries_20250808,MD,24,20240819,210608,20240820,134207,.,20241201,171001,20241201,202914,-1. Inapplicable,-1. Inapplicable
218166,ANES2024TimeSeries_20250808,VA,51,20241023,211210,20241028,155647,.,20241206,182528,20241206,195609,-1. Inapplicable,-1. Inapplicable
218218,ANES2024TimeSeries_20250808,NC,NA,.,NA,.,NA,20241027,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218236,ANES2024TimeSeries_20250808,VA,51,20240826,140658,20240826,145420,.,20250201,100023,20250201,113135,-1. Inapplicable,-1. Inapplicable
218284,ANES2024TimeSeries_20250808,VA,51,20240814,121822,20240814,133745,.,20250117,084520,20250117,101405,-1. Inapplicable,-1. Inapplicable
218296,ANES2024TimeSeries_20250808,MD,24,20240905,092144,20240905,104638,.,20250207,152212,20250207,163016,-1. Inapplicable,-1. Inapplicable
218308,ANES2024TimeSeries_20250808,MD,NA,.,NA,.,NA,20241030,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218319,ANES2024TimeSeries_20250808,MD,24,20240812,184257,20240812,201640,.,20250207,180612,20250207,191649,-1. Inapplicable,-1. Inapplicable
218331,ANES2024TimeSeries_20250808,VA,51,20240819,113300,20240819,120257,.,20241202,122613,20241202,125506,-1. Inapplicable,-1. Inapplicable
218349,ANES2024TimeSeries_20250808,TX,48,20240817,111918,20240817,121236,.,20241207,142239,20241207,152040,-1. Inapplicable,-1. Inapplicable
218361,ANES2024TimeSeries_20250808,FL,12,20240920,165854,20240925,104314,.,20241231,100940,20241231,111011,-1. Inapplicable,-1. Inapplicable
218373,ANES2024TimeSeries_20250808,VA,51,20240815,122004,20240815,183239,.,20241202,190549,20241202,195839,-1. Inapplicable,-1. Inapplicable
218379,ANES2024TimeSeries_20250808,FL,12,20240820,183450,20240820,221558,.,20241202,223331,20241222,172345,-1. Inapplicable,-1. Inapplicable
218397,ANES2024TimeSeries_20250808,FL,12,20240816,155738,20240816,165412,.,20241119,154545,20241119,154556,-1. Inapplicable,-1. Inapplicable
218408,ANES2024TimeSeries_20250808,TX,48,20240818,130732,20240818,144100,.,20241220,132942,20250107,195309,-1. Inapplicable,-1. Inapplicable
218414,ANES2024TimeSeries_20250808,VA,51,20240827,174418,20240827,185307,.,20250119,164310,20250119,175250,-1. Inapplicable,-1. Inapplicable
218420,ANES2024TimeSeries_20250808,FL,12,20240828,222356,20240829,001013,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218426,ANES2024TimeSeries_20250808,TX,48,20240819,002229,20240819,011138,.,20241122,170941,20241122,174652,-1. Inapplicable,-1. Inapplicable
218444,ANES2024TimeSeries_20250808,VA,51,20241009,110940,20241009,125032,.,20241124,112315,20241124,133222,-1. Inapplicable,-1. Inapplicable
218450,ANES2024TimeSeries_20250808,FL,12,20241025,140716,20241025,145217,.,20241203,131243,20250103,150016,-1. Inapplicable,-1. Inapplicable
218487,ANES2024TimeSeries_20250808,AR,05,20240812,103731,20240812,112814,.,20241202,121703,20241202,133109,-1. Inapplicable,-1. Inapplicable
218516,ANES2024TimeSeries_20250808,AR,05,20240815,104335,20240815,111104,.,20241122,170250,20241122,172634,-1. Inapplicable,-1. Inapplicable
218551,ANES2024TimeSeries_20250808,NC,37,20240813,084249,20240813,115351,.,20241122,063455,20250121,171920,-1. Inapplicable,-1. Inapplicable
218563,ANES2024TimeSeries_20250808,TX,48,20240813,211253,20241018,201454,.,20250102,115420,20250102,122729,-1. Inapplicable,-1. Inapplicable
218575,ANES2024TimeSeries_20250808,TX,48,20240925,023221,20240925,033928,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218587,ANES2024TimeSeries_20250808,TX,48,20240817,120558,20240817,135858,.,20250122,154439,20250122,162837,-1. Inapplicable,-1. Inapplicable
218598,ANES2024TimeSeries_20250808,TX,48,20240813,151354,20240813,160411,.,20241125,113050,20241125,121858,-1. Inapplicable,-1. Inapplicable
218622,ANES2024TimeSeries_20250808,TX,48,20240830,165825,20240830,181825,.,20241208,185011,20241208,202741,-1. Inapplicable,-1. Inapplicable
218628,ANES2024TimeSeries_20250808,TX,48,20240816,153550,20240816,164202,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218651,ANES2024TimeSeries_20250808,TX,48,20240812,172620,20240812,183711,.,20241119,181720,20241119,181726,-1. Inapplicable,-1. Inapplicable
218657,ANES2024TimeSeries_20250808,TX,48,20240817,235515,20240818,020445,.,20250124,202648,20250124,235938,-1. Inapplicable,-1. Inapplicable
218681,ANES2024TimeSeries_20250808,TX,48,20240812,200033,20240812,222644,.,20250128,210425,20250128,234050,-1. Inapplicable,-1. Inapplicable
218693,ANES2024TimeSeries_20250808,TX,48,20240813,171519,20240813,182208,.,20250105,171651,20250105,180436,-1. Inapplicable,-1. Inapplicable
218739,ANES2024TimeSeries_20250808,TX,48,20240812,211502,20240812,215844,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218787,ANES2024TimeSeries_20250808,TX,48,20240928,163527,20240928,171154,.,20241125,221948,20241125,230340,-1. Inapplicable,-1. Inapplicable
218805,ANES2024TimeSeries_20250808,AR,05,20240819,111602,20240819,113418,.,20241114,024526,20241114,024537,-1. Inapplicable,-1. Inapplicable
218811,ANES2024TimeSeries_20250808,TX,48,20240813,221903,20240924,125616,.,20241124,152325,20241124,161239,-1. Inapplicable,-1. Inapplicable
218829,ANES2024TimeSeries_20250808,TX,NA,.,NA,.,NA,20241028,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218847,ANES2024TimeSeries_20250808,VA,51,20240820,193348,20240820,211131,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218870,ANES2024TimeSeries_20250808,TX,48,20240814,145253,.,-1,.,20241202,175807,20241212,152209,-1. Inapplicable,-1. Inapplicable
218906,ANES2024TimeSeries_20250808,TX,48,20240905,230559,20240906,004446,.,20241204,205027,20241204,230845,-1. Inapplicable,-1. Inapplicable
218935,ANES2024TimeSeries_20250808,TX,48,20240910,093821,20240910,180521,.,20241217,181805,20241217,210052,-1. Inapplicable,-1. Inapplicable
218958,ANES2024TimeSeries_20250808,TN,47,20240812,141931,20240812,144117,.,20241203,232818,20241203,234020,-1. Inapplicable,-1. Inapplicable
218970,ANES2024TimeSeries_20250808,LA,22,20240813,175656,20240813,200720,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
218982,ANES2024TimeSeries_20250808,TX,48,20240825,104835,20240825,121812,.,20241130,131424,20241130,150639,-1. Inapplicable,-1. Inapplicable
219000,ANES2024TimeSeries_20250808,TX,48,20240813,124844,20240813,135746,.,20241203,201918,20241203,210314,-1. Inapplicable,-1. Inapplicable
219014,ANES2024TimeSeries_20250808,TX,48,20240812,182517,20240812,200542,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219032,ANES2024TimeSeries_20250808,LA,22,20240814,143229,20240814,153906,.,20250116,101914,20250116,112747,-1. Inapplicable,-1. Inapplicable
219050,ANES2024TimeSeries_20250808,AR,05,20240812,163002,20240813,162414,.,20241118,153926,20241118,153932,-1. Inapplicable,-1. Inapplicable
219056,ANES2024TimeSeries_20250808,TX,48,20240813,142118,20240813,173919,.,20241125,123708,20241125,173005,-1. Inapplicable,-1. Inapplicable
219092,ANES2024TimeSeries_20250808,AR,05,20240812,203536,20240812,211816,.,20241127,080234,20241127,084424,-1. Inapplicable,-1. Inapplicable
219098,ANES2024TimeSeries_20250808,TX,48,20240826,145020,20240826,154018,.,20241115,164625,20241115,164719,-1. Inapplicable,-1. Inapplicable
219104,ANES2024TimeSeries_20250808,TX,48,20240815,143858,20240815,164714,.,20241121,122850,20241121,145613,-1. Inapplicable,-1. Inapplicable
219155,ANES2024TimeSeries_20250808,FL,12,20240814,115822,20240814,134307,.,20250103,134836,20250103,145544,-1. Inapplicable,-1. Inapplicable
219173,ANES2024TimeSeries_20250808,FL,12,20240819,152917,20240909,214207,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219208,ANES2024TimeSeries_20250808,KY,21,20240830,160156,20240903,231317,.,20241120,212155,20241121,130120,-1. Inapplicable,-1. Inapplicable
219232,ANES2024TimeSeries_20250808,KY,21,20240812,213914,20240812,220718,.,20241126,143015,20241126,145703,-1. Inapplicable,-1. Inapplicable
219244,ANES2024TimeSeries_20250808,KY,21,20240814,155158,20240814,162312,.,20241125,123428,20241125,133022,-1. Inapplicable,-1. Inapplicable
219279,ANES2024TimeSeries_20250808,NC,37,20240815,114746,20240815,142214,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219297,ANES2024TimeSeries_20250808,SC,45,20241009,171850,.,-1,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219303,ANES2024TimeSeries_20250808,SC,45,20240826,193022,20240826,200931,.,20241122,162716,20250117,130224,-1. Inapplicable,-1. Inapplicable
219350,ANES2024TimeSeries_20250808,TX,48,20241008,154814,20241008,161813,.,20241125,104733,20241125,110611,-1. Inapplicable,-1. Inapplicable
219373,ANES2024TimeSeries_20250808,TX,48,20240821,221631,20240821,225945,.,20241212,002550,20241212,011131,-1. Inapplicable,-1. Inapplicable
219391,ANES2024TimeSeries_20250808,TX,48,20240831,100453,20240831,103516,.,20241120,161122,20241120,165440,-1. Inapplicable,-1. Inapplicable
219397,ANES2024TimeSeries_20250808,TX,48,20240826,181228,20240908,153854,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219426,ANES2024TimeSeries_20250808,TX,NA,.,NA,.,NA,20241030,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219491,ANES2024TimeSeries_20250808,TX,48,20240904,201716,20240904,205658,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219497,ANES2024TimeSeries_20250808,TX,48,20240812,194608,20240812,203121,.,20241126,114046,20241126,122505,-1. Inapplicable,-1. Inapplicable
219521,ANES2024TimeSeries_20250808,TX,48,20240819,200632,20240819,210522,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219538,ANES2024TimeSeries_20250808,TX,NA,.,NA,.,NA,20241028,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219556,ANES2024TimeSeries_20250808,TX,48,20240815,193350,20240815,202625,.,20250121,151232,20250123,184316,-1. Inapplicable,-1. Inapplicable
219562,ANES2024TimeSeries_20250808,TX,48,20240825,174325,20240825,183736,.,.,NA,.,NA,-1. Inapplicable,-1. Inapplicable
219568,ANES2024TimeSeries_20250808,TX,48,20240813,142633,20240813,145108,.,20241118,131114,20241118,131138,-1. Inapplicable,-1. Inapplicable
219586,ANES2024TimeSeries_20250808,TX,48,20240926,162546,20240926,165413,.,20241205,144308,20241205,152443,-1. Inapplicable,-1. Inapplicable
