id,part_id,typ_human,category
19063403,273,35,Mystery
19063403,235,35,Mystery
19063403,136,87,Mystery
19065728,277,79,Other
19065728,205,9,Other
19065728,92,21,Other
19065728,1,6,Other
19065728,279,60,Other
19065728,441,0,Other
19065728,347,13,Other
19065728,455,6,Other
19070867,8,6,Other
19070867,44,0,Other
19070867,98,50,Other
19070867,206,30,Other
19070867,217,50,Other
19070867,236,50,Other
19070867,353,0,Other
19070867,479,1,Other
1910085,30,61,Mystery
1910085,50,25,Mystery
1910085,444,46,Mystery
1910085,388,55,Mystery
1910085,368,78,Mystery
1910085,204,60,Mystery
1910085,172,65,Mystery
1910085,132,26,Mystery
1910085,105,70,Mystery
19101084,340,0,Other
19101084,391,0,Other
19101084,266,0,Other
19101084,459,75,Other
19101084,118,0,Other
19101084,103,0,Other
19101084,386,0,Other
19101084,306,1,Other
19101084,189,0,Other
19101132,464,82,Mystery
19101132,133,100,Mystery
19101132,177,100,Mystery
19101132,207,60,Mystery
19101132,275,82,Mystery
19101132,356,65,Mystery
19101132,379,95,Mystery
19101132,413,56,Mystery
19101132,34,90,Mystery
19101132,43,86,Mystery
19105010,58,82,Mystery
19105010,135,0,Mystery
19105010,161,74,Mystery
19105010,193,0,Mystery
19105010,253,79,Mystery
19105010,466,100,Mystery
19105010,467,37,Mystery
19105010,41,95,Mystery
19105010,435,80,Mystery
19105010,142,66,Mystery
19107151,196,58,Mystery
19107151,452,85,Mystery
19107151,445,51,Mystery
19107151,360,62,Mystery
19107151,331,95,Mystery
19107151,329,80,Mystery
19107151,283,68,Mystery
19107151,257,76,Mystery
19107151,186,49,Mystery
19107151,102,65,Mystery
19107151,52,70,Mystery
1911340,5,7,Other
1911340,62,0,Other
1911340,110,51,Other
1911340,451,60,Other
1911340,433,39,Other
1911340,365,60,Other
1911340,357,0,Other
1911340,312,0,Other
1911340,214,3,Other
1911340,183,82,Other
1911340,120,40,Other
1911340,486,40,Other
19118035,257,59,Mystery
19118035,196,79,Mystery
19118035,186,100,Mystery
19118035,102,26,Mystery
19118035,52,91,Mystery
19118035,331,63,Mystery
19118035,360,58,Mystery
19118035,445,78,Mystery
19118035,452,33,Mystery
19118035,283,31,Mystery
19118035,329,76,Mystery
19149237,31,94,Mystery
19149237,286,78,Mystery
19149237,96,63,Mystery
19149237,424,86,Mystery
19149237,407,78,Mystery
19149237,201,15,Mystery
19149237,223,0,Mystery
19149237,143,60,Mystery
19151913,471,0,Other
19151913,258,0,Other
19151913,272,0,Other
19151913,417,38,Other
19151913,457,0,Other
19151913,256,0,Other
19151913,198,0,Other
19151913,394,2,Other
19151913,15,0,Other
19151913,114,20,Other
19158590,37,41,Other
19158590,55,59,Other
19158590,87,20,Other
19158590,145,23,Other
19158590,195,55,Other
19158590,290,55,Other
19158590,366,0,Other
19158590,372,13,Other
19158590,423,20,Other
19158590,490,13,Other
19158676,266,85,Mystery
19158676,459,90,Mystery
19158676,391,90,Mystery
19158676,386,100,Mystery
19158676,340,100,Mystery
19158676,306,85,Mystery
19158676,189,100,Mystery
19158676,103,71,Mystery
19158676,118,70,Mystery
19171754,493,0,Other
19171754,489,0,Other
19171754,421,0,Other
19171754,311,0,Other
19171754,309,0,Other
19171754,307,0,Other
19171754,234,0,Other
19171754,180,1,Other
19171754,108,0,Other
19171754,72,0,Other
19171754,22,0,Other
19171754,148,0,Other
19174148,236,31,Mystery
19174148,217,27,Mystery
19174148,206,75,Mystery
19174148,98,87,Mystery
19174148,479,95,Mystery
19174148,353,20,Mystery
19174148,8,9,Mystery
19174148,44,94,Mystery
19180786,487,9,Other
19180786,485,0,Other
19180786,334,0,Other
19180786,242,72,Other
19180786,209,70,Other
19180786,194,0,Other
19180786,481,37,Other
19180786,64,0,Other
19180786,73,22,Other
19180786,137,6,Other
19181385,154,16,Other
19181385,300,0,Other
19181385,304,0,Other
19181385,348,20,Other
19181385,288,16,Other
19181385,375,100,Other
19181385,472,3,Other
19181385,129,63,Other
19181385,12,56,Other
19181385,492,0,Other
19181385,53,13,Other
19189427,131,0,Other
19189427,163,55,Other
19189427,246,70,Other
19189427,248,40,Other
19189427,278,35,Other
19189427,111,90,Other
19189427,438,11,Other
19189427,21,22,Other
19189427,482,2,Other
19189427,327,40,Other
19189427,89,65,Other
19189427,398,30,Other
19199220,12,54,Mystery
19199220,53,90,Mystery
19199220,129,57,Mystery
19199220,492,71,Mystery
19199220,154,80,Mystery
19199220,348,85,Mystery
19199220,375,100,Mystery
19199220,472,98,Mystery
19199220,300,97,Mystery
19199220,288,95,Mystery
19199220,304,99,Mystery
19234833,10,63,Other
19234833,74,16,Other
19234833,167,33,Other
19234833,222,67,Other
19234833,224,24,Other
19234833,247,14,Other
19234833,385,20,Other
19234833,404,38,Other
19234833,431,66,Other
1924538,357,77,Mystery
1924538,365,86,Mystery
1924538,433,77,Mystery
1924538,451,100,Mystery
1924538,486,100,Mystery
1924538,183,82,Mystery
1924538,214,64,Mystery
1924538,120,55,Mystery
1924538,110,100,Mystery
1924538,62,100,Mystery
1924538,5,100,Mystery
1924538,312,78,Mystery
1929928,433,29,Mystery
1929928,365,22,Mystery
1929928,357,0,Mystery
1929928,312,0,Mystery
1929928,214,50,Mystery
1929928,183,45,Mystery
1929928,120,0,Mystery
1929928,486,0,Mystery
1929928,110,69,Mystery
1929928,62,60,Mystery
1929928,451,0,Mystery
1929928,5,52,Mystery
19316810,376,41,Mystery
19316810,448,14,Mystery
19316810,238,80,Mystery
19316810,174,89,Mystery
19316810,160,68,Mystery
19316810,90,84,Mystery
19316810,61,82,Mystery
19316810,25,73,Mystery
19316810,474,0,Mystery
19316810,337,0,Mystery
19316810,355,65,Mystery
1932634,154,72,Other
1932634,12,58,Other
1932634,288,6,Other
1932634,300,60,Other
1932634,304,81,Other
1932634,348,86,Other
1932634,375,100,Other
1932634,472,70,Other
1932634,492,65,Other
1932634,129,74,Other
1932634,53,73,Other
19465281,439,76,Mystery
19465281,78,100,Mystery
19465281,477,70,Mystery
19465281,301,88,Mystery
19465281,273,45,Mystery
19465281,235,92,Mystery
19465281,219,85,Mystery
19465281,9,100,Mystery
19465281,136,75,Mystery
19465281,369,65,Mystery
1948338,19,4,Other
1948338,124,8,Other
1948338,326,0,Other
1948338,310,0,Other
1948338,284,1,Other
1948338,271,0,Other
1948338,264,0,Other
1948338,221,58,Other
1948338,422,20,Other
1948338,65,22,Other
1963039,346,20,Mystery
1963039,397,0,Mystery
1963039,116,34,Mystery
1963039,244,76,Mystery
1963039,274,89,Mystery
1963039,496,85,Mystery
1963039,480,65,Mystery
1963039,409,0,Mystery
1963039,115,58,Mystery
1963039,16,81,Mystery
197402,407,23,Other
197402,286,0,Other
197402,223,0,Other
197402,201,3,Other
197402,31,0,Other
197402,96,0,Other
197402,143,2,Other
197402,424,8,Other
1988905,36,60,Mystery
1988905,76,91,Mystery
1988905,121,89,Mystery
1988905,255,82,Mystery
1988905,341,60,Mystery
1988905,373,54,Mystery
1988905,389,78,Mystery
1988905,426,90,Mystery
1988905,432,60,Mystery
1988905,190,100,Mystery
1990326,228,7,Other
1990326,281,16,Other
1990326,134,0,Other
1990326,63,0,Other
1990326,11,0,Other
1990326,437,0,Other
1990326,202,5,Other
1990326,328,0,Other
1990326,282,61,Other
1990326,86,0,Other
20074403,489,61,Mystery
20074403,493,94,Mystery
20074403,307,61,Mystery
20074403,311,100,Mystery
20074403,421,100,Mystery
20074403,234,100,Mystery
20074403,180,71,Mystery
20074403,148,100,Mystery
20074403,108,100,Mystery
20074403,72,100,Mystery
20074403,22,100,Mystery
20074403,309,100,Mystery
20110380,211,0,Other
20110380,48,0,Other
20110380,185,0,Other
20110380,268,0,Other
20110380,330,1,Other
20110380,345,0,Other
20110380,374,17,Other
20110380,463,22,Other
20110380,91,85,Other
2017965,103,38,Mystery
2017965,459,45,Mystery
2017965,189,89,Mystery
2017965,266,75,Mystery
2017965,306,87,Mystery
2017965,340,100,Mystery
2017965,386,75,Mystery
2017965,391,95,Mystery
2017965,118,50,Mystery
20243894,344,64,Other
20243894,54,0,Other
20243894,130,0,Other
20243894,155,0,Other
20243894,159,3,Other
20243894,276,6,Other
20243894,320,0,Other
20243894,325,60,Other
20266633,114,90,Mystery
20266633,15,93,Mystery
20266633,417,76,Mystery
20266633,457,74,Mystery
20266633,198,86,Mystery
20266633,471,98,Mystery
20266633,394,4,Mystery
20266633,272,90,Mystery
20266633,256,100,Mystery
20266633,258,77,Mystery
203399,353,8,Other
203399,236,62,Other
203399,217,0,Other
203399,206,65,Other
203399,98,66,Other
203399,44,0,Other
203399,8,92,Other
203399,479,0,Other
2038354,398,65,Mystery
2038354,482,66,Mystery
2038354,438,87,Mystery
2038354,327,27,Mystery
2038354,246,98,Mystery
2038354,248,48,Mystery
2038354,163,65,Mystery
2038354,131,27,Mystery
2038354,111,100,Mystery
2038354,89,83,Mystery
2038354,21,88,Mystery
2038354,278,90,Mystery
20392316,351,35,Other
20392316,40,50,Other
20392316,157,0,Other
20392316,212,19,Other
20392316,262,56,Other
20392316,287,64,Other
20392316,308,37,Other
20392316,339,0,Other
20392316,469,80,Other
2055404,105,32,Other
2055404,132,7,Other
2055404,444,14,Other
2055404,388,63,Other
2055404,368,16,Other
2055404,204,0,Other
2055404,172,5,Other
2055404,50,0,Other
2055404,30,11,Other
20744767,375,0,Other
20744767,348,13,Other
20744767,304,0,Other
20744767,53,0,Other
20744767,12,0,Other
20744767,288,0,Other
20744767,154,10,Other
20744767,300,0,Other
20744767,129,0,Other
20744767,492,0,Other
20744767,472,0,Other
2090526,482,0,Other
2090526,438,0,Other
2090526,398,0,Other
2090526,327,0,Other
2090526,248,2,Other
2090526,278,0,Other
2090526,163,0,Other
2090526,131,0,Other
2090526,111,0,Other
2090526,89,34,Other
2090526,21,0,Other
2090526,246,0,Other
2096254,224,38,Other
2096254,10,44,Other
2096254,74,0,Other
2096254,167,6,Other
2096254,247,4,Other
2096254,222,33,Other
2096254,404,64,Other
2096254,431,38,Other
2096254,385,0,Other
210744,30,0,Other
210744,50,0,Other
210744,444,0,Other
210744,388,25,Other
210744,368,0,Other
210744,204,0,Other
210744,172,3,Other
210744,105,29,Other
210744,132,0,Other
2116103,196,0,Other
2116103,257,0,Other
2116103,360,0,Other
2116103,329,0,Other
2116103,331,0,Other
2116103,445,0,Other
2116103,452,0,Other
2116103,52,0,Other
2116103,102,0,Other
2116103,283,25,Other
2116103,186,51,Other
2120023,457,100,Mystery
2120023,256,100,Mystery
2120023,15,98,Mystery
2120023,114,95,Mystery
2120023,471,88,Mystery
2120023,417,89,Mystery
2120023,394,75,Mystery
2120023,198,79,Mystery
2120023,272,100,Mystery
2120023,258,88,Mystery
2126529,197,100,Mystery
2126529,128,91,Mystery
2126529,99,76,Mystery
2126529,81,91,Mystery
2126529,33,100,Mystery
2126529,392,92,Mystery
2126529,405,86,Mystery
2126529,456,78,Mystery
2126529,303,74,Mystery
2126529,343,85,Mystery
21361054,16,77,Mystery
21361054,115,79,Mystery
21361054,116,96,Mystery
21361054,244,79,Mystery
21361054,274,91,Mystery
21361054,346,60,Mystery
21361054,397,35,Mystery
21361054,409,100,Mystery
21361054,480,70,Mystery
21361054,496,85,Mystery
21371285,87,100,Mystery
21371285,490,96,Mystery
21371285,55,82,Mystery
21371285,37,100,Mystery
21371285,195,69,Mystery
21371285,145,93,Mystery
21371285,290,89,Mystery
21371285,366,100,Mystery
21371285,372,78,Mystery
21371285,423,85,Mystery
21381705,480,0,Other
21381705,16,0,Other
21381705,115,0,Other
21381705,116,22,Other
21381705,244,1,Other
21381705,346,0,Other
21381705,397,0,Other
21381705,409,0,Other
21381705,496,79,Other
21381705,274,7,Other
21384010,223,43,Mystery
21384010,96,0,Mystery
21384010,143,54,Mystery
21384010,31,100,Mystery
21384010,201,97,Mystery
21384010,407,59,Mystery
21384010,286,45,Mystery
21384010,424,96,Mystery
21410536,29,35,Other
21410536,83,19,Other
21410536,95,20,Other
21410536,210,0,Other
21410536,314,5,Other
21410536,495,25,Other
21410536,322,3,Other
21410536,350,13,Other
21410536,367,10,Other
21410536,370,23,Other
21410536,400,0,Other
21460641,379,65,Other
21460641,356,0,Other
21460641,464,100,Other
21460641,413,26,Other
21460641,275,12,Other
21460641,133,0,Other
21460641,177,1,Other
21460641,43,10,Other
21460641,34,51,Other
21460641,207,10,Other
21515141,490,88,Mystery
21515141,423,95,Mystery
21515141,372,82,Mystery
21515141,366,100,Mystery
21515141,290,57,Mystery
21515141,195,58,Mystery
21515141,87,100,Mystery
21515141,55,82,Mystery
21515141,37,86,Mystery
21515141,145,76,Mystery
21533353,373,64,Mystery
21533353,426,58,Mystery
21533353,389,100,Mystery
21533353,341,100,Mystery
21533353,432,66,Mystery
21533353,190,100,Mystery
21533353,121,100,Mystery
21533353,76,75,Mystery
21533353,36,63,Mystery
21533353,255,86,Mystery
21540741,82,48,Other
21540741,71,57,Other
21540741,119,0,Other
21540741,182,1,Other
21540741,245,61,Other
21540741,359,10,Other
21540741,395,83,Other
21540741,470,24,Other
21540741,491,13,Other
2154382,294,14,Other
2154382,200,0,Other
2154382,166,3,Other
2154382,156,10,Other
2154382,127,60,Other
2154382,67,16,Other
2154382,449,33,Other
2154382,488,0,Other
2154382,447,27,Other
2154382,371,0,Other
21557111,461,100,Mystery
21557111,32,85,Mystery
21557111,49,57,Mystery
21557111,112,70,Mystery
21557111,415,100,Mystery
21557111,144,100,Mystery
21557111,229,85,Mystery
21557111,267,60,Mystery
21557111,321,56,Mystery
21557111,390,100,Mystery
21557111,446,95,Mystery
21580337,199,55,Other
21580337,403,0,Other
21580337,396,5,Other
21580337,377,20,Other
21580337,299,10,Other
21580337,291,40,Other
21580337,232,92,Other
21580337,152,30,Other
21580337,100,61,Other
21580337,68,10,Other
21581239,168,100,Mystery
21581239,252,25,Mystery
21581239,285,75,Mystery
21581239,319,76,Mystery
21581239,13,31,Mystery
21581239,173,38,Mystery
21581239,478,64,Mystery
21622950,394,3,Other
21622950,417,17,Other
21622950,272,0,Other
21622950,258,0,Other
21622950,256,0,Other
21622950,198,23,Other
21622950,114,0,Other
21622950,457,0,Other
21622950,15,0,Other
21622950,471,3,Other
21745224,104,12,Other
21745224,146,26,Other
21745224,176,0,Other
21745224,192,32,Other
21745224,239,10,Other
21745224,317,4,Other
21745224,35,30,Other
21745224,335,20,Other
21745224,69,69,Other
21745224,412,1,Other
21745224,416,0,Other
21745224,458,40,Other
21759697,115,61,Other
21759697,116,32,Other
21759697,274,23,Other
21759697,346,10,Other
21759697,397,0,Other
21759697,409,0,Other
21759697,480,3,Other
21759697,496,80,Other
21759697,16,37,Other
21759697,244,15,Other
21782851,132,0,Other
21782851,444,23,Other
21782851,388,22,Other
21782851,30,55,Other
21782851,50,1,Other
21782851,105,62,Other
21782851,368,0,Other
21782851,172,2,Other
21782851,204,75,Other
21805713,290,74,Mystery
21805713,195,2,Mystery
21805713,145,80,Mystery
21805713,87,50,Mystery
21805713,55,64,Mystery
21805713,37,98,Mystery
21805713,490,77,Mystery
21805713,423,90,Mystery
21805713,366,99,Mystery
21805713,372,74,Mystery
21807564,356,70,Mystery
21807564,275,73,Mystery
21807564,207,80,Mystery
21807564,177,85,Mystery
21807564,133,100,Mystery
21807564,43,85,Mystery
21807564,34,94,Mystery
21807564,379,66,Mystery
21807564,413,16,Mystery
21807564,464,79,Mystery
21811746,129,0,Other
21811746,154,18,Other
21811746,288,28,Other
21811746,300,13,Other
21811746,348,4,Other
21811746,375,0,Other
21811746,472,2,Other
21811746,492,0,Other
21811746,53,19,Other
21811746,304,2,Other
21811746,12,24,Other
21825450,235,43,Mystery
21825450,273,80,Mystery
21825450,439,7,Mystery
21825450,219,58,Mystery
21825450,136,50,Mystery
21825450,78,90,Mystery
21825450,9,40,Mystery
21825450,477,0,Mystery
21825450,369,100,Mystery
21825450,301,96,Mystery
21830351,115,72,Mystery
21830351,116,47,Mystery
21830351,244,91,Mystery
21830351,274,93,Mystery
21830351,346,60,Mystery
21830351,409,100,Mystery
21830351,16,100,Mystery
21830351,397,88,Mystery
21830351,480,77,Mystery
21830351,496,65,Mystery
21834907,84,97,Other
21834907,149,42,Other
21834907,179,81,Other
21834907,241,70,Other
21834907,323,20,Other
21834907,336,41,Other
21834907,361,81,Other
21834907,427,33,Other
21834907,454,33,Other
21834907,70,19,Other
21834907,24,0,Other
21842873,37,97,Other
21842873,490,14,Other
21842873,423,35,Other
21842873,372,11,Other
21842873,366,0,Other
21842873,290,45,Other
21842873,195,56,Other
21842873,145,44,Other
21842873,87,15,Other
21842873,55,22,Other
21846756,32,95,Mystery
21846756,446,86,Mystery
21846756,415,96,Mystery
21846756,390,99,Mystery
21846756,321,57,Mystery
21846756,267,26,Mystery
21846756,229,84,Mystery
21846756,144,100,Mystery
21846756,112,44,Mystery
21846756,461,100,Mystery
21846756,49,58,Mystery
21856345,32,0,Other
21856345,446,0,Other
21856345,415,0,Other
21856345,390,0,Other
21856345,112,32,Other
21856345,321,67,Other
21856345,267,19,Other
21856345,229,22,Other
21856345,144,0,Other
21856345,461,5,Other
21856345,49,0,Other
2187983,74,100,Mystery
2187983,10,100,Mystery
2187983,431,100,Mystery
2187983,404,29,Mystery
2187983,385,97,Mystery
2187983,247,96,Mystery
2187983,224,34,Mystery
2187983,222,100,Mystery
2187983,167,87,Mystery
21912867,394,37,Mystery
21912867,272,90,Mystery
21912867,258,68,Mystery
21912867,15,75,Mystery
21912867,198,64,Mystery
21912867,114,95,Mystery
21912867,457,80,Mystery
21912867,256,100,Mystery
21912867,471,100,Mystery
21912867,417,92,Mystery
21916767,163,0,Mystery
21916767,131,0,Mystery
21916767,482,0,Mystery
21916767,438,0,Mystery
21916767,398,0,Mystery
21916767,111,0,Mystery
21916767,246,0,Mystery
21916767,21,0,Mystery
21916767,327,0,Mystery
21916767,278,0,Mystery
21916767,248,3,Mystery
21916767,89,2,Mystery
21922239,473,65,Mystery
21922239,66,78,Mystery
21922239,88,66,Mystery
21922239,151,54,Mystery
21922239,162,68,Mystery
21922239,191,100,Mystery
21922239,352,77,Mystery
21922239,362,95,Mystery
21922239,430,76,Mystery
21922239,3,85,Mystery
21922239,349,59,Mystery
21951335,30,31,Mystery
21951335,50,67,Mystery
21951335,105,88,Mystery
21951335,132,100,Mystery
21951335,172,61,Mystery
21951335,444,97,Mystery
21951335,388,92,Mystery
21951335,368,68,Mystery
21951335,204,25,Mystery
21955706,401,100,Mystery
21955706,494,55,Mystery
21955706,419,95,Mystery
21955706,465,68,Mystery
21955706,429,64,Mystery
21955706,7,36,Mystery
21955706,381,69,Mystery
21955706,318,96,Mystery
21955706,46,74,Mystery
21955706,165,94,Mystery
21955706,305,86,Mystery
21955706,126,87,Mystery
21986672,460,0,Other
21986672,440,10,Other
21986672,418,28,Other
21986672,342,73,Other
21986672,313,0,Other
21986672,153,8,Other
21986672,150,2,Other
21986672,109,73,Other
21986672,47,2,Other
21986672,18,77,Other
21986672,237,0,Other
21986672,231,0,Other
21991912,466,100,Mystery
21991912,467,89,Mystery
21991912,435,60,Mystery
21991912,253,87,Mystery
21991912,41,55,Mystery
21991912,58,98,Mystery
21991912,135,100,Mystery
21991912,142,91,Mystery
21991912,161,29,Mystery
21991912,193,63,Mystery
21997447,408,90,Mystery
21997447,332,81,Mystery
21997447,295,97,Mystery
21997447,260,100,Mystery
21997447,476,85,Mystery
21997447,123,100,Mystery
21997447,94,97,Mystery
21997447,20,100,Mystery
21997447,208,93,Mystery
21997606,492,77,Mystery
21997606,472,100,Mystery
21997606,375,100,Mystery
21997606,348,98,Mystery
21997606,304,98,Mystery
21997606,300,100,Mystery
21997606,154,95,Mystery
21997606,129,100,Mystery
21997606,53,88,Mystery
21997606,12,58,Mystery
21997606,288,80,Mystery
22014962,292,68,Mystery
22014962,484,75,Mystery
22014962,293,89,Mystery
22014962,280,4,Mystery
22014962,45,61,Mystery
22014962,125,65,Mystery
22014962,251,100,Mystery
22014962,42,88,Mystery
22014972,490,95,Mystery
22014972,423,75,Mystery
22014972,366,75,Mystery
22014972,290,0,Mystery
22014972,372,62,Mystery
22014972,145,53,Mystery
22014972,87,100,Mystery
22014972,55,87,Mystery
22014972,37,68,Mystery
22014972,195,40,Mystery
2204460,292,85,Mystery
2204460,42,73,Mystery
2204460,45,63,Mystery
2204460,125,77,Mystery
2204460,251,90,Mystery
2204460,484,1,Mystery
2204460,293,80,Mystery
2204460,280,55,Mystery
2211804,233,10,Other
2211804,85,4,Other
2211804,169,0,Other
2211804,420,30,Other
2211804,289,0,Other
2211804,23,0,Other
2211804,358,6,Other
2211804,382,0,Other
221529,240,6,Other
221529,6,0,Other
221529,60,11,Other
221529,187,0,Other
221529,203,11,Other
221529,250,18,Other
221529,254,7,Other
221529,269,11,Other
221529,297,0,Other
221529,387,0,Other
2218870,431,65,Mystery
2218870,404,22,Mystery
2218870,74,81,Mystery
2218870,167,45,Mystery
2218870,222,66,Mystery
2218870,224,32,Mystery
2218870,247,3,Mystery
2218870,385,48,Mystery
2218870,10,69,Mystery
22210988,454,77,Mystery
22210988,336,100,Mystery
22210988,361,70,Mystery
22210988,427,94,Mystery
22210988,179,12,Mystery
22210988,70,68,Mystery
22210988,84,100,Mystery
22210988,323,100,Mystery
22210988,24,42,Mystery
22210988,149,93,Mystery
22210988,241,76,Mystery
22234594,339,17,Other
22234594,212,16,Other
22234594,469,13,Other
22234594,40,15,Other
22234594,262,0,Other
22234594,287,67,Other
22234594,157,33,Other
22234594,351,0,Other
22234594,308,10,Other
22289237,414,0,Other
22289237,363,0,Other
22289237,316,0,Other
22289237,230,0,Other
22289237,225,25,Other
22289237,139,89,Other
22289237,80,0,Other
22289237,79,0,Other
22289237,2,77,Other
22289237,406,0,Other
2230105,434,70,Mystery
2230105,39,54,Mystery
2230105,106,79,Mystery
2230105,122,99,Mystery
2230105,249,100,Mystery
2230105,270,24,Mystery
2230105,442,82,Mystery
22336830,342,61,Other
22336830,109,25,Other
22336830,460,0,Other
22336830,47,0,Other
22336830,150,2,Other
22336830,153,1,Other
22336830,231,0,Other
22336830,18,27,Other
22336830,313,0,Other
22336830,418,21,Other
22336830,440,22,Other
22336830,237,0,Other
22430127,310,0,Other
22430127,19,17,Other
22430127,65,67,Other
22430127,124,68,Other
22430127,221,11,Other
22430127,264,30,Other
22430127,271,76,Other
22430127,422,26,Other
22430127,284,6,Other
22430127,326,8,Other
2247192,431,100,Other
2247192,167,4,Other
2247192,10,58,Other
2247192,222,75,Other
2247192,224,29,Other
2247192,247,26,Other
2247192,385,2,Other
2247192,404,68,Other
2247192,74,70,Other
2251496,189,100,Other
2251496,266,42,Other
2251496,391,65,Other
2251496,386,5,Other
2251496,340,55,Other
2251496,459,65,Other
2251496,103,80,Other
2251496,118,5,Other
2251496,306,64,Other
226704,33,86,Mystery
226704,343,80,Mystery
226704,392,26,Mystery
226704,405,96,Mystery
226704,456,42,Mystery
226704,128,88,Mystery
226704,99,29,Mystery
226704,81,77,Mystery
226704,303,98,Mystery
226704,197,49,Mystery
22786,403,65,Mystery
22786,396,70,Mystery
22786,377,61,Mystery
22786,299,34,Mystery
22786,291,75,Mystery
22786,199,90,Mystery
22786,152,84,Mystery
22786,100,98,Mystery
22786,68,60,Mystery
22786,232,97,Mystery
228284,64,80,Mystery
228284,73,54,Mystery
228284,487,87,Mystery
228284,137,72,Mystery
228284,194,95,Mystery
228284,209,97,Mystery
228284,485,71,Mystery
228284,481,60,Mystery
228284,242,100,Mystery
228284,334,91,Mystery
2289090,282,16,Other
2289090,281,16,Other
2289090,228,7,Other
2289090,202,0,Other
2289090,134,0,Other
2289090,86,0,Other
2289090,63,0,Other
2289090,11,0,Other
2289090,328,9,Other
2289090,437,8,Other
2292045,147,82,Mystery
2292045,101,69,Mystery
2292045,117,43,Mystery
2292045,443,93,Mystery
2292045,364,61,Mystery
2292045,220,14,Mystery
2292045,227,46,Mystery
2292045,333,66,Mystery
2292045,354,0,Mystery
2292045,28,94,Mystery
2292045,399,88,Mystery
2297263,383,28,Other
2297263,380,55,Other
2297263,38,25,Other
2297263,57,0,Other
2297263,141,85,Other
2297263,171,32,Other
2297263,213,9,Other
2297263,483,0,Other
2297263,450,3,Other
2297263,218,8,Other
2297263,263,8,Other
2329155,453,30,Other
2329155,188,60,Other
2329155,216,2,Other
2329155,261,20,Other
2329155,324,7,Other
2329155,378,10,Other
2329155,462,37,Other
2329155,77,5,Other
2329155,140,55,Other
2329155,14,0,Other
2329155,75,0,Other
2336069,311,0,Other
2336069,493,0,Other
2336069,489,0,Other
2336069,421,0,Other
2336069,309,0,Other
2336069,307,0,Other
2336069,234,0,Other
2336069,180,0,Other
2336069,148,0,Other
2336069,108,0,Other
2336069,72,0,Other
2336069,22,23,Other
23362106,398,60,Other
23362106,327,16,Other
23362106,248,55,Other
23362106,246,97,Other
23362106,278,11,Other
23362106,131,37,Other
23362106,111,80,Other
23362106,438,38,Other
23362106,163,40,Other
23362106,482,29,Other
23362106,21,7,Other
23362106,89,80,Other
23450002,347,9,Other
23450002,279,10,Other
23450002,277,100,Other
23450002,205,9,Other
23450002,92,3,Other
23450002,1,11,Other
23450002,455,19,Other
23450002,441,8,Other
23592127,491,10,Mystery
23592127,395,61,Mystery
23592127,359,70,Mystery
23592127,82,55,Mystery
23592127,182,29,Mystery
23592127,71,22,Mystery
23592127,245,6,Mystery
23592127,119,64,Mystery
23592127,470,60,Mystery
2360162,9,100,Mystery
2360162,78,80,Mystery
2360162,136,80,Mystery
2360162,219,75,Mystery
2360162,235,94,Mystery
2360162,273,93,Mystery
2360162,301,90,Mystery
2360162,369,100,Mystery
2360162,477,100,Mystery
2360162,439,65,Mystery
2362080,224,35,Other
2362080,10,22,Other
2362080,74,0,Other
2362080,167,4,Other
2362080,222,60,Other
2362080,404,15,Other
2362080,385,22,Other
2362080,247,3,Other
2362080,431,32,Other
23628938,133,52,Other
23628938,177,23,Other
23628938,464,79,Other
23628938,413,64,Other
23628938,379,40,Other
23628938,34,53,Other
23628938,275,32,Other
23628938,207,30,Other
23628938,43,35,Other
23628938,356,5,Other
23644002,425,97,Mystery
23644002,410,100,Mystery
23644002,338,86,Mystery
23644002,315,96,Mystery
23644002,175,81,Mystery
23644002,56,59,Mystery
23644002,26,87,Mystery
23644002,226,85,Mystery
23644002,93,100,Mystery
2368862,437,72,Mystery
2368862,328,100,Mystery
2368862,282,68,Mystery
2368862,281,66,Mystery
2368862,228,86,Mystery
2368862,202,100,Mystery
2368862,11,100,Mystery
2368862,63,95,Mystery
2368862,86,100,Mystery
2368862,134,100,Mystery
23696266,140,70,Other
23696266,14,7,Other
23696266,75,0,Other
23696266,77,8,Other
23696266,216,1,Other
23696266,261,0,Other
23696266,188,0,Other
23696266,378,10,Other
23696266,453,10,Other
23696266,462,61,Other
23696266,324,4,Other
23738536,452,56,Mystery
23738536,331,72,Mystery
23738536,52,24,Mystery
23738536,102,31,Mystery
23738536,186,59,Mystery
23738536,196,72,Mystery
23738536,257,65,Mystery
23738536,360,45,Mystery
23738536,445,71,Mystery
23738536,283,23,Mystery
23738536,329,95,Mystery
23741545,280,31,Mystery
23741545,42,74,Mystery
23741545,45,55,Mystery
23741545,484,75,Mystery
23741545,293,71,Mystery
23741545,292,81,Mystery
23741545,125,43,Mystery
23741545,251,75,Mystery
2377265,368,0,Other
2377265,204,0,Other
2377265,172,3,Other
2377265,132,0,Other
2377265,105,15,Other
2377265,50,0,Other
2377265,444,0,Other
2377265,30,0,Other
2377265,388,5,Other
23840318,31,0,Other
23840318,143,42,Other
23840318,201,67,Other
23840318,223,40,Other
23840318,286,57,Other
23840318,407,67,Other
23840318,424,76,Other
23840318,96,67,Other
23859570,8,80,Mystery
23859570,479,100,Mystery
23859570,44,66,Mystery
